Time (seconds),Throughput (requests/second)
1735,256
1736,257
1737,271
1738,257
1739,252
1740,253
1741,264
1742,271
1743,248
1744,262
1745,256
1746,239
1747,269
1748,248
1749,268
1750,264
1751,236
1752,266
1753,253
1754,248
1755,256
1756,267
1757,251
1758,245
1759,251
1760,267
1761,258
1762,251
1763,233
1764,264
1765,264
1766,262
1767,268
1768,277
1769,243
1770,261
1771,262
1772,240
1773,254
1774,245
1775,246
1776,270
1777,255
1778,254
1779,260
1780,245
1781,260
1782,246
1783,262
1784,266
1785,248
1786,256
1787,256
1788,263
1789,250
1790,257
1791,264
1792,255
1793,243
1794,251
1795,265
1796,253
1797,258
1798,251
1799,226
1800,157
1801,41
1803,23
1804,248
1805,239
1806,262
1807,256
1808,254
1809,256
1810,249
1811,258
1812,251
1813,238
1814,252
1815,259
1816,251
1817,272
1818,253
1819,260
1820,264
1821,255
1822,243
1823,250
1824,257
1825,255
1826,163
1827,196
1828,236
1829,233
1830,254
1831,269
1832,257
1833,250
1834,253
1835,250
1836,253
1837,245
1838,248
1839,257
1840,242
1841,265
1842,261
1843,253
1844,258
1845,251
1846,258
1847,258
1848,266
1849,255
1850,259
1851,251
1852,249
1853,251
1854,260
1855,248
1856,266
1857,264
1858,248
1859,250
1860,252
1861,224
1862,252
1863,254
1864,242
1865,245
1866,252
1867,252
1868,239
1869,259
1870,262
1871,262
1872,253
1873,240
1874,259
1875,264
1876,253
1877,244
1878,257
1879,242
1880,255
1881,253
1882,244
1883,145
1884,14
1886,178
1887,257
1888,263
1889,253
1890,251
1891,264
1892,248
1893,266
1894,250
1895,232
1896,252
1897,230
1898,254
1899,264
1900,258
1901,254
1902,238
1903,246
1904,254
1905,267
1906,255
1907,254
1908,253
1909,253
1910,248
1911,259
1912,255
1913,250
1914,258
1915,254
1916,250
1917,251
1918,255
1919,242
1920,267
1921,264
1922,263
1923,249
1924,244
1925,261
1926,237
1927,243
1928,265
1929,245
1930,257
1931,259
1932,254
1933,249
1934,257
1935,259
1936,243
1937,260
1938,258
1939,266
1940,265
1941,245
1942,247
1943,245
1944,262
1945,272
1946,260
1947,265
1948,261
1949,254
1950,251
1951,256
1952,264
1953,269
1954,272
1955,261
1956,193
1957,211
1958,247
1959,244
1960,250
1961,264
1962,253
1963,273
1964,216
1965,84
1968,245
1969,247
1970,261
1971,259
1972,256
1973,255
1974,264
1975,261
1976,251
1977,261
1978,263
1979,252
1980,244
1981,246
1982,248
1983,257
1984,253
1985,261
1986,249
1987,266
1988,261
1989,281
1990,253
1991,255
1992,242
1993,257
1994,241
1995,251
1996,256
1997,246
1998,247
1999,252
2000,257
2001,264
2002,247
2003,262
2004,270
2005,252
2006,265
2007,274
2008,251
2009,255
2010,268
2011,274
2012,254
2013,254
2014,261
2015,249
2016,251
2017,263
2018,251
2019,267
2020,241
2021,245
2022,245
2023,259
2024,248
2025,240
2026,239
2027,239
2028,252
2029,274
2030,257
2031,258
2032,258
2033,263
2034,243
2035,260
2036,263
2037,261
2038,257
2039,239
2040,253
2041,257
2042,255
2043,251
2044,248
2045,240
2046,119
2047,6
2049,178
2050,239
2051,247
2052,268
2053,241
2054,252
2055,250
2056,250
2057,255
2058,261
2059,266
2060,257
2061,256
2062,253
2063,252
2064,263
2065,254
2066,260
2067,257
2068,271
2069,252
2070,251
2071,249
2072,246
2073,254
2074,269
2075,251
2076,239
2077,255
2078,244
2079,274
2080,259
2081,264
2082,266
2083,246
2084,246
2085,240
2086,253
2087,263
2088,261
2089,258
2090,268
2091,266
2092,242
2093,243
2094,256
2095,252
2096,268
2097,253
2098,249
2099,252
2100,250
2101,257
2102,248
2103,256
2104,248
2105,251
2106,253
2107,246
2108,262
2109,272
2110,254
2111,262
2112,248
2113,249
2114,247
2115,259
2116,251
2117,262
2118,244
2119,251
2120,264
2121,244
2122,262
2123,255
2124,257
2125,265
2126,258
2127,175
2128,31
2130,114
2131,251
2132,264
2133,261
2134,256
2135,266
2136,261
2137,242
2138,255
2139,265
2140,238
2141,262
2142,250
2143,231
2144,244
2145,242
2146,242
2147,244
2148,278
2149,259
2150,261
2151,265
2152,248
2153,203
2154,237
2155,262
2156,252
2157,258
2158,255
2159,266
2160,270
2161,268
2162,264
2163,258
2164,251
2165,251
2166,267
2167,258
2168,246
2169,254
2170,257
2171,265
2172,263
2173,253
2174,267
2175,263
2176,259
2177,263
2178,257
2179,254
2180,253
2181,265
2182,247
2183,267
2184,266
2185,259
2186,266
2187,272
2188,262
2189,248
2190,263
2191,254
2192,239
2193,252
2194,260
2195,251
2196,256
2197,252
2198,230
2199,251
2200,257
2201,249
2202,249
2203,263
2204,248
2205,268
2206,258
2207,269
2208,167
2209,39
2211,102
2212,269
2213,257
2214,247
2215,257
2216,266
2217,255
2218,262
2219,252
2220,250
2221,238
2222,257
2223,257
2224,236
2225,249
2226,241
2227,246
2228,262
2229,261
2230,250
2231,259
2232,258
2233,219
2234,229
2235,234
2236,224
2237,221
2238,243
2239,238
2240,235
2241,224
2242,244
2243,240
2244,258
2245,257
2246,257
2247,252
2248,264
2249,253
2250,255
2251,261
2252,254
2253,257
2254,250
2255,253
2256,251
2257,240
2258,257
2259,241
2260,256
2261,244
2262,259
2263,252
2264,232
2265,263
2266,257
2267,248
2268,254
2269,240
2270,243
2271,251
2272,244
2273,260
2274,251
2275,245
2276,250
2277,264
2278,254
2279,235
2280,266
2281,261
2282,263
2283,254
2284,257
2285,233
2286,255
2287,245
2288,259
2289,259
2290,237
2291,148
2292,19
2294,88
2295,255
2296,263
2297,245
2298,267
2299,255
2300,249
2301,262
2302,263
2303,249
2304,269
2305,255
2306,269
2307,264
2308,263
2309,249
2310,241
2311,245
2312,234
2313,219
2314,218
2315,239
2316,249
2317,253
2318,243
2319,261
2320,252
2321,222
2322,223
2323,239
2324,242
2325,257
2326,254
2327,253
2328,265
2329,263
2330,262
2331,249
2332,255
2333,255
2334,272
2335,240
2336,258
2337,250
2338,246
2339,241
2340,258
2341,265
2342,255
2343,253
2344,260
2345,249
2346,265
2347,256
2348,250
2349,263
2350,246
2351,243
2352,244
2353,260
2354,264
2355,267
2356,249
2357,266
2358,260
2359,259
2360,255
2361,252
2362,263
2363,258
2364,272
2365,243
2366,252
2367,269
2368,260
2369,245
2370,248
2371,257
2372,241
2373,156
2374,32
2376,103
2377,245
2378,260
2379,248
2380,250
2381,257
2382,238
2383,241
2384,243
2385,247
2386,259
2387,265
2388,243
2389,261
2390,248
2391,199
2392,202
2393,244
2394,270
2395,227
2396,250
2397,256
2398,242
2399,233
2400,253
2401,254
2402,251
2403,253
2404,234
2405,262
2406,220
2407,218
2408,210
2409,228
2410,243
2411,241
2412,252
2413,228
2414,251
2415,260
2416,266
2417,241
2418,251
2419,246
2420,261
2421,256
2422,263
2423,252
2424,237
2425,261
2426,218
2427,269
2428,254
2429,239
2430,245
2431,269
2432,261
2433,243
2434,236
2435,189
2436,209
2437,210
2438,249
2439,247
2440,261
2441,255
2442,256
2443,254
2444,256
2445,255
2446,247
2447,260
2448,252
2449,252
2450,250
2451,258
2452,241
2453,246
2454,258
2455,244
2456,251
2457,200
2458,43
